"DATA AS OF","DEVELOPMENT","HUD AMP#","TDS#","CONSOLIDATED TDS#","DEVELOPMENT EDP#","OPERATING EDP#","HUD #","PROGRAM","METHOD","TYPE","NUMBER OF SECTION 8 TRANSITION APARTMENTS","NUMBER OF CURRENT APARTMENTS","TOTAL NUMBER OF APARTMENTS","NUMBER OF RENTAL ROOMS","AVG NO R/R PER APARTMENT","POPULATION SECTION 8 TRANSITION","POPULATION PUBLIC HOUSING","TOTAL POPULATION","TOTAL # OF FIXED INCOME HOUSEHOLD","PERCENT FIXED INCOME HOUSEHOLDS","NUMBER OF RESIDENTIAL BLDGS","NUMBER OF NON-RESIDENTIAL BLDGS","NUMBER OF STAIRHALLS","NUMBER OF STORIES","TOTAL AREA SQ FT","ACRES","NET DEV AREA SQ FT","EXCLUDING PARK ACRES","BLDG COVERAGE SQ FT","CUBAGE CU FT","BLDG COVERAGE %","DENSITY","DEVELOPMENT COST","PER RENTAL ROOM","AVG MONTHLY GROSS RENT","LOCATION STREET A","LOCATION STREET B","LOCATION STREET C","LOCATION STREET D","BOROUGH","COMMUNITY DISTIRCT","US CONGRESSIONAL DISTRICT","NY STATE SENATE DISTRICT","NY STATE ASSEMBLY DISTRICT","NY CITY COUNCIL DISTRICT","COMPLETION DATE","FEDERALIZED DEVELOPMENT","SENIOR DEVELOPMENT","ELECTRICITY PAID BY RESIDENTS","PRIVATE MANAGEMENT","RAD TRANSFERRED DATE"
"1/1/2025","SOUTH JAMAICA II","NY005010080","066","008","220","206","NY005018","FEDERAL","CONVENTIONAL","NEW CONST","0","595","600","2,797.5","4.70","0","1,295","1,295","210","0.3717","16","0","27","3–7","589,701.8","13.54","579,217","13.30","116,506","5,268,542","20.11%","96","$8,541,145","$3,030","$676","SOUTH RD","160TH ST","BRINKERHOFF AVE","158TH ST","QUEENS","12","05","14","32","28","1954-10-25T00:00:00.000",,,,,
"1/1/2025","STANTON STREET","NY005013590","559","359","841","840","NY005326","FEDERAL","TURNKEY","NEW CONST","0","13","13","66.5","5.12","0","34","34","3","0.2308","1","0","1","6","5,438.8","0.12","5,000","0.11","3,600",,"72.00%","272","$4,561,538","$68,595","$735","ATTORNEY ST","STANTON ST","RIDGE ST",,"MANHATTAN","3","10","27","65","01","2003-12-01T00:00:00.000",,,"YES","YES",
"1/1/2025","STAPLETON","NY005021140","114","114","436","436","NY005383","MIXED FINANCE/LLC1","CONVENTIONAL","NEW CONST","133","693","693","3,358.5","4.85","268","1,561","1,829","207","0.3344","6","1","12","1—8","610,197.6","14.01","611,147","14.03","76,976","6,441,281","10.47%","131","$12,271,000","$3,654","$631","BROAD & HILL STS","TOMPKINS AVE","WARREN ST","GORDON ST","STATEN ISLAND","1","11","23","61","49","1962-05-31T00:00:00.000",,,,,
"1/1/2025","STEBBINS AVENUE-HEWITT PLACE","NY005013420","353","342","770","753","NY005280","FEDERAL","TURNKEY","NEW CONST",,"118","120","531.0","4.50","0","247","247","40","0.0035","2","0","14","3","123,822.3","2.84","123,156","2.83","42,267","1,098,942","34.32%","87","$8,851,338","$16,391","$585","HEWITT PL","WESTCHESTER AVE","REV JAMES A POLITE AVE","DAWSON ST","BRONX","2","14","32","85","17","1987-04-17T00:00:00.000",,,"YES",,"09/28/2023"
"1/1/2025","STERLING PLACE REHABS (SAINT JOHNS-STERLING)","NY005013510","366","351","801","765","NY005250","FEDERAL","TURNKEY","REHAB",,"82","83","435.0","5.30","0","247","247","15","0.0018","5","0","5","4","49,671.3","1.14","49,149","1.13","28,039","1,312,849","57.05%","217","$9,091,865","$20,640","$669","SAINT JOHNS PL & PARK PL","STERLING PL","BUFFALO AVE & UTICA AVE","RALPH AVE","BROOKLYN","8","09","20","55","36, 41","1991-05-11T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","STERLING PLACE REHABS (STERLING-BUFFALO)","NY005013510","368","351","837","765","NY005305","FEDERAL","TURNKEY","REHAB",,"122","125","580.0","4.75","0","310","310","36","0.003","7","0","7","4","50,273.2","1.15","48,928","1.12","36,119","1,656,285","73.82%","269","$12,235,716","$20,616","$647","SAINT JOHNS PL & PARK PL","STERLING PL","BUFFALO AVE & UTICA AVE","RALPH AVE","BROOKLYN","8","09","20","55","36, 41","1991-05-11T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","STRAUS","NY005011530","153","153","263","263","NY005063","FEDERAL","CONVENTIONAL","NEW CONST","0","267","267","1,162.5","4.35","0","503","503","133","0.5155","2","0","2","19–20","47,065.9","1.08","46,018","1.06","12,476","2,133,126","27.11%","466","$5,442,401","$4,674","$614","THIRD AVE","E 28TH ST","SECOND AVE","E 27TH ST","MANHATTAN","6","12","59","74","02","1965-01-31T00:00:00.000",,,,,
"1/1/2025","STUYVESANT GARDENS I","NY005012210","221","221","337","337","NY005133","FEDERAL","TURNKEY","NEW CONST","0","328","331","1,610.0","4.91","0","721","721","103","0.3344","5","0","25","4","206,356.6","4.74","202,058","4.64","92,431","3,341,149","45.74%","152","$10,070,462","$6,212","$718","QUINCY ST","MALCOLM X BLVD","MONROE ST","LEWIS AVE","BROOKLYN","3","08","25","56","36","1972-08-31T00:00:00.000",,,,,
"1/1/2025","STUYVESANT GARDENS II","NY005012210","333","221","755","755","NY005269","FEDERAL","TURNKEY","NEW CONST (ELD)","0","150","150","525.0","3.50","0","140","140","110","0.8943","1","0","1","7","71,067.1","1.63","70,050","1.61","16,458","1,044,874","23.49%","86","$9,991,893","$19,032","$453","QUINCY ST","MALCOLM X BLVD","MONROE ST","STUYVESANT AVE","BROOKLYN","3","08","25","56","36","1986-02-28T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","SUMNER","NY005010730","073","073","538","538","NY005220I","FEDERAL","CONVENTIONAL","NEW CONST","0","1,094","1,099","4,989.0","4.56","0","2,013","2,013","508","0.4894","13","0","24","7–12","890,633.1","20.45","905,577","20.79","131,812","8,881,677","13.68%","98","$18,007,000","$3,608","$608","PARK AVE","LEWIS AVE","MYRTLE AVE","THROOP AVE","BROOKLYN","3","07","25","56","36","1958-05-14T00:00:00.000","1978/07/01-ATP 3",,,,
"1/1/2025","SURFSIDE GARDENS","NY005011700","170","170","278","278","NY005087","FEDERAL","CONVENTIONAL","NEW CONST","0","590","600","2,533.0","4.29","0","1,031","1,031","358","0.6393","5","2","5","14–15","330,691.2","7.59","323,050","7.42","36,810","5,005,316","11.39%","136","$13,577,964","$5,261","$514","W 31ST ST","NEPTUNE AVE","W 33RD ST","SURF AVE","BROOKLYN","13","08","23","46","47","1969-06-30T00:00:00.000",,"PARTIALLY (2 BUILDINGS)",,,
"1/1/2025","SUTTER AVENUE-UNION STREET","NY005011670","369","167","807","203","NY005311","FEDERAL","TURNKEY","REHAB",,"99","100","461.5","4.66","0","234","234","27","0.0027","3","0","3","4-6","38,536.4","0.88","37,500","0.86","21,424","1,011,839","57.13%","265","$9,370,007","$20,064","$728","SUTTER AVE","UNION STREET","EAST NEW YORK AVE",,"BROOKLYN","16","09","25","55","41","1995-08-31T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","TAFT","NY005010970","097","097","261","261","NY005064","FEDERAL","CONVENTIONAL","NEW CONST","0","1,464","1,470","6,602.0","4.51","0","2,609","2,609","585","0.4422","9","1","9","19","538,203.9","12.36","537,645","12.34","105,527","13,161,342","19.63%","211","$28,867,029","$4,367","$660","E 112TH ST","E 115TH ST","PARK AVE","FIFTH AVE","MANHATTAN","11","13","30","68","08","1962-12-31T00:00:00.000",,,,,
"1/1/2025","TAPSCOTT STREET REHAB","NY005011670","354","167","775","763","NY005278","FEDERAL","TURNKEY","REHAB",,"150","155","667.0","4.45","0","320","320","35","0.0023","8","0","8","4","66,584.8","1.53","64,755","1.49","37,312","1,679,040","57.62%","209","$10,106,270","$14,721","$641","SUTTER AVE","GRAFTON ST","DUMONT AVE","UNION ST","BROOKLYN","16","08, 09","19, 25","55","41","1986-01-24T00:00:00.000",,,"YES",,"11/28/2023"
"1/1/2025","TAYLOR STREET-WYTHE AVENUE","NY005012340","234","234","358","358","NY005141","FEDERAL","TURNKEY","NEW CONST","0","525","525","2,464.5","4.69","0","1,186","1,186","253","0.4847","5","1","5","8–11–12–13","185,921.0","4.27","183,100","4.20","57,205","5,051,383","31.24%","278","$20,178,024","$8,118","$587","WYTHE AVE","CLYMER ST","ROSS ST",,"BROOKLYN","1","07","18","50","34","1974-06-30T00:00:00.000",,,,,
"1/1/2025","TELLER AVENUE-EAST 166TH STREET","NY005013080","223","308","344","344","NY005163","FEDERAL","TURNKEY","NEW CONST","0","89","90","348.5","3.92","0","159","159","40","0.4938","1","0","1","6","27,912.0","0.64","27,481","0.63","12,354","816,812","44.95%","248","$2,296,895","$6,363","$514","TELLER AVE","E 167TH ST","CLAY AVE","E 166TH ST","BRONX","4","15","32","77","16","1971-09-30T00:00:00.000",,,,,
"1/1/2025","THOMAS APARTMENTS","NY005011270","268","155","387","259","NY005192","FEDERAL","TURNKEY","NEW CONST (ELD)","0","87","87","304.5","3.50","0","94","94","82","0.9762","1","0","1","11","10,327.1","0.24","9,410","0.22","6,641","652,000","70.57%","396","$11,188,636","$36,744","$466","W 90TH ST","AMSTERDAM AVE","W 91ST ST","COLUMBUS AVE","MANHATTAN","7","12","47","69","06","1994-08-31T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","THROGGS NECK","NY005010630","063","063","218","218","NY005015","FEDERAL","CONVENTIONAL","NEW CONST","0","1,178","1,185","5,404.0","4.59","0","2,396","2,396","465","0.4155","29","2","64","3–7","1,438,598.9","33.03","1,430,081","32.83","228,989","11,440,850","16.01%","73","$15,541,569","$2,859","$592","RANDALL AVE","CALHOUN AVE","SAMPSON AVE","BALCOM AVE","BRONX","10","14","34","82","13","1953-11-27T00:00:00.000",,,,,
"1/1/2025","THROGGS NECK ADDITION","NY005010630","193","063","303","218","NY005098","FEDERAL","CONVENTIONAL","NEW CONST","0","287","287","1,330.5","4.64","0","635","635","121","0.4416","4","0","4","8–11","354,058.4","8.13","384,899","8.84","39,315","2,755,918","10.21%","78","$7,405,898","$5,523","$613","DEWEY AVE","BALCOLM AVE","RANDALL AVE","THROGGS NECK HOUSES","BRONX","10","14","34","82","13","1971-09-30T00:00:00.000",,,,,
"1/1/2025","TILDEN","NY005000720","096","096","233","233","NY005034","FEDERAL","CONVENTIONAL","NEW CONST","0","997","998","4,745.5","4.76","0","2,263","2,263","387","0.4082","8","1","8","16","466,445.9","10.71","465,764","10.69","66,416","8,888,637","14.26%","211","$14,827,430","$3,122","$600","DUMONT AVE","MOTHER GASTON BLVD","LIVONIA AVE","ROCKAWAY AVE","BROOKLYN","16","08","25","55","41","1961-06-30T00:00:00.000",,,,,
"1/1/2025","TODT HILL","NY005000520","042","042","583","583","NY005268A","FEDERAL","CONVENTIONAL","NEW CONST","0","502","502","2,174.0","4.33","0","873","873","200","0.4587","7","0","14","6","537,843.2","12.35","532,084","12.21","79,116","4,454,900","13.62%","71","$6,509,155","$2,994","$689","MANOR RD","SCHMIDTS LA","LAGUARDIA AVE","WESTWOOD AVE","STATEN ISLAND","2","11","24","63","49","1950-06-01T00:00:00.000","1980/07/01-ATP 6",,,,
"1/1/2025","TOMPKINS","NY005011310","131","131","246","246","NY005046","FEDERAL","CONVENTIONAL","NEW CONST","0","1,043","1,046","5,211.5","5.00","0","2,486","2,486","445","0.4446","8","1","12","8–16","514,243.2","11.81","521,950","11.98","94,386","9,894,217","18.08%","211","$18,445,969","$3,532","$651","PARK AVE","THROOP AVE","MYRTLE AVE","TOMPKINS AVE","BROOKLYN","3","07","25","56","36","1964-07-31T00:00:00.000",,,,,
"1/1/2025","TWIN PARKS EAST (SITE 9)","NY005012270","287","180","577","577","NY005227","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","219","219","689.5","3.15","0","204","204","167","0.8836","1","0","1","14","74,074.7","1.70","71,490","1.64","11,388","1,505,284","15.93%","120","$11,406,932","$16,520","$323","CLINTON AVE","E 180TH ST","PROSPECT AVE","OAKLAND PL","BRONX","6","15","32","79","15","1982-04-30T00:00:00.000",,"EXCLUSIVELY","YES",,"06/24/2025"
"1/1/2025","TWIN PARKS WEST (SITES 1 & 2)","NY005012270","227","227","363","363","NY005178","FEDERAL","CONVENTIONAL","NEW CONST",,"311","312","1,504.5","4.84",,,"876",,,"1","0","7","16","187,170.4","4.30","189,384","4.35","33,186","3,411,979","17.52%","204","$14,286,716","$9,424","$521","WEBSTER AVE","E 182ND ST","TIEBOUT AVE","E 184TH ST","BRONX","5","15","33","86","15","1974-09-30T00:00:00.000",,,,,"10/31/2018"
"1/1/2025","TWO BRIDGES URA (SITE 7)","NY005010760","266","076","389","221","NY005194","FEDERAL","TURNKEY","NEW CONST","0","250","250","1,249.0","5.00","0","535","535","116","0.4833","1","0","1","26","33,793.0","0.78","31,735","0.73","13,314","2,613,000","41.95%","690","$10,508,730","$8,414","$769","CLINTON ST","SOUTH ST","CHERRY ST","MONTGOMERY ST","MANHATTAN","3","10","27","65","01","1975-04-30T00:00:00.000",,,,,
"1/1/2025","UNION AVENUE-EAST 163RD STREET","NY005013420","342","342","753","753","NY005214","FEDERAL","TURNKEY","NEW CONST (ELD)",,"191","200","668.5","3.50","0","216","216","154","0.0082","1","0","1","9","86,335.4","1.98","115,299","2.65","18,632","1,502,857","16.16%","109","$12,675,000","$18,107","$326","E 165TH ST","PROSPECT AVE","E 163RD ST","UNION AVE","BRONX","3","15","32","79","17","1985-03-11T00:00:00.000",,"EXCLUSIVELY","YES",,"09/28/2023"
"1/1/2025","UNION AVENUE-EAST 166TH STREET","NY005013420","356","342","768","753","NY005291","FEDERAL","TURNKEY","NEW CONST",,"118","120","532.0","4.51","0","253","253","39","0.0033","6","0","20","3","100,370.2","2.30","98,707","2.27","38,943","1,022,257","39.45%","110","$9,239,549","$17,142","$604","E 166TH ST","PROSPECT AVE","HOME ST","UNION AVE","BRONX","3","15","32","79","17","1988-09-01T00:00:00.000",,,"YES",,"09/28/2023"
"1/1/2025","UNITY PLAZA (SITES 17,24,25A)","NY005012610","240","261","348","375","NY005169","FEDERAL","TURNKEY","NEW CONST","0","167","167","768.5","4.60","0","383","383","51","0.34","3","0","3","6","81,737.8","1.88","80,525","1.85","27,159","2,001,480","33.73%","204","$5,191,821","$6,699","$700","SUTTER AVE","BLAKE AVE","SHEFFIELD AVE","ALABAMA AVE","BROOKLYN","5","08","19","60","42","1973-11-30T00:00:00.000",,,,,
"1/1/2025","UNITY PLAZA (SITES 4-27)","NY005012610","261","261","318","375","NY005117","FEDERAL","CONVENTIONAL","NEW CONST","0","460","462","2,139.0","4.65","0","907","907","157","0.3829","5","0","13","6","248,878.5","5.71","249,250","5.72","89,543","5,304,133","35.92%","159","$16,798,483","$7,813","$676","BLAKE ST","SHEFFIELD AVE","DUMONT AVE","HINSDALE ST","BROOKLYN","5","08","19","60","42","1973-09-30T00:00:00.000",,,,,
"1/1/2025","UNIVERSITY AVENUE REHAB","NY005013410","341","341","762","762","NY005283","FEDERAL","TURNKEY","REHAB","0","230","230","1,034.0","4.50","0","446","446","105","0.4817","4","0","5","6","80,357.6","1.84","77,898","1.79","43,696","2,798,894","56.09%","242","$15,900,000","$15,377","$578","W BURNSIDE AVE","UNIVERSITY AVE","W TREMONT AVE","ANDREWS AVE","BRONX","5","13","31","86","14","1985-01-31T00:00:00.000",,,"YES","YES","06/24/2025"
"1/1/2025","UPACA (SITE 5)","NY005012410","343","241","757","760","NY005254","FEDERAL","TURNKEY","NEW CONST (ELD)","0","180","200","630.0","3.50","0","183","183","128","0.8649","1","0","1","11","64,880.6","1.49","63,577","1.46","14,325","1,434,170","22.53%","123","$13,369,245","$19,099","$383","E 121ST ST","LEXINGTON AVE","E 120TH ST","PARK AVE","MANHATTAN","11","13","30","68","09","1986-07-03T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","UPACA (SITE 6)","NY005012410","355","241","760","760","NY005281","FEDERAL","TURNKEY","NEW CONST (ELD)","0","150","150","525.0","3.50","0","148","148","118","0.9365","1","0","1","12","46,262.8","1.06","45,362","1.04","10,330","1,041,895","22.77%","139","$10,240,710","$19,506","$374","E 119TH ST","PARK AVE","E 122ND ST","LEXINGTON AVE","MANHATTAN","11","13","30","68","09","1987-11-30T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","VAN DYKE I","NY005000610","061","061","216","216","NY005013","FEDERAL","CONVENTIONAL","NEW CONST","0","1,599","1,603","7,380.5","4.62","0","3,294","3,294","517","0.3438","22","1","31","3–14","928,338.0","21.31","844,628","19.39","161,168","13,652,083","16.56%","155","$21,351,730","$2,884","$666","SUTTER AVE","POWELL ST","LIVONIA AVE","MOTHER GASTON BLVD","BROOKLYN","16","08","25","55","41","1955-05-27T00:00:00.000",,,,,
"1/1/2025","VAN DYKE II","NY005011680","146","182","257","257","NY005055","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","111","112","413.5","3.73","0","125","125","94","0.8952","1","0","1","14","53,653.8","1.23","40,574","0.93","9,017","845,622","22.22%","101","$2,318,317","$5,546","$390","DUMONT AVE","POWELL ST",,,"BROOKLYN","16","08","25","55","41","1964-04-30T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","VANDALIA AVENUE","NY005011940","315","315","273","273","NY005243","FEDERAL","TURNKEY","NEW CONST (ELD)","0","286","293","1,029.0","3.60","0","321","321","259","0.912","2","1","2","10","160,564.8","3.69","256,217","5.88","33,868","2,315,113","13.22%","87","$20,511,981","$19,480","$455","LOUISIANA AVE","VANDALIA AVE","GEORGIA AVE","FLATLANDS AVE","BROOKLYN","5","08","19","60","42","1983-05-31T00:00:00.000",,"EXCLUSIVELY","YES",,
"1/1/2025","VLADECK","NY005010060","006","006","204","204","NY005003","FEDERAL","CONVENTIONAL","NEW CONST","0","1,524","1,531","6,239.0","4.09","0","2,614","2,614","741","0.5175","20","0","46","6","571,962.5","13.13","519,124","11.92","171,144","10,617,265","30.22%","199","$7,994,564","$1,276","$601","HENRY ST","WATER ST","GOUVERNEUR ST","JACKSON ST","MANHATTAN","3","10","27","65","01","1940-11-25T00:00:00.000",,,,,
"1/1/2025","VLADECK II","NY005010060","007","006","371","204","NY005181B","FEDERAL","CONVENTIONAL","NEW CONST","0","240","240","1,080.0","4.50","0","465","465","108","0.4737","4","0","8","6","98,061.0","2.25","96,933","2.23","28,827","1,766,160","29.74%","207","$1,269,490","$1,175","$607","MADISON ST","CHERRY ST","JACKSON ST",,"MANHATTAN","3","10","27","65","01","1940-10-25T00:00:00.000","1972/06/29-FED TRAN",,,,
"1/1/2025","WAGNER","NY005010740","074","074","224","224","NY005024","FEDERAL","CONVENTIONAL","NEW CONST","0","2,145","2,162","10,038.5","4.68","0","4,176","4,176","884","0.4306","22","1","22","7–16","1,101,834.0","25.29","1,083,783","24.88","150,639","16,837,094","12.85%","165","$32,794,423","$3,238","$630","E 120TH ST","SECOND AVE","E 124TH ST","FDR DRIVE","MANHATTAN","11","13","29","68","08","1958-06-12T00:00:00.000",,,,,
"1/1/2025","WALD","NY005000230","023","023","511","511","NY005213C","FEDERAL","CONVENTIONAL","NEW CONST","0","1,855","1,861","8,738.5","4.71","0","3,527","3,527","885","0.4961","16","2","16","11–14","704,010.1","16.16","694,013","15.93","133,117","14,691,881","18.56%","218","$22,094,000","$2,561","$631","FDR DRIVE","AVENUE D","E 6TH ST","E HOUSTON ST","MANHATTAN","3","10","27","65, 74","02","1949-10-14T00:00:00.000","1977/07/01-ATP 1",,,,
"1/1/2025","WASHINGTON","NY005010620","062","062","217","217","NY005014","FEDERAL","CONVENTIONAL","NEW CONST","0","1,511","1,515","7,033.5","4.65","0","3,122","3,122","652","0.4475","14","1","14","2—12–14","868,788.3","19.94","822,228","18.88","124,916","12,618,161","13.77%","157","$23,677,092","$3,357","$642","E 104TH ST","SECOND AVE","E 97TH ST","THIRD AVE","MANHATTAN","11","13","29","68","08","1957-09-20T00:00:00.000",,,,,
"1/1/2025","WASHINGTON HEIGHTS REHAB (GROUPS 1&2)","NY005013090","293","309","563","341","NY005221","FEDERAL","CONVENTIONAL","REHAB",,"214","216","909.0","4.25","0","405","405","103","0.0048","5","0","6","5-6","58,931.4","1.35","57,544","1.32","40,754","2,421,442","70.82%","299","$22,610,848","$24,631","$466","W 176TH ST","AMSTERDAM AVE","W 177TH ST","AUDUBON AVE","MANHATTAN","12","13","31","72","10","1988-05-01T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","WASHINGTON HEIGHTS REHAB PHASE III (FORT WASHINGTON)","NY005013090","523","309","756","341","NY005284B","FEDERAL","TURNKEY","REHAB",,"87","88","386.5","4.44","0","176","176","31","0.0036","7","0","7","5","25,768.4","0.59","25,086","0.58","18,156","1,113,273","72.38%","298","$6,178,887","$15,823","$532","W 163RD ST","W 164TH ST","W 165TH ST","AMSTERDAM AVE","MANHATTAN","12","13","31","72","10","1987-11-30T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","WASHINGTON HEIGHTS REHAB PHASE III (HARLEM RIVER)","NY005010030","329","003","382","754","NY005284A","FEDERAL","TURNKEY","REHAB",,"14","14","63.0","4.50","0","30","30","7","0.005","1","0","1","5","4,095.3","0.09","3,946","0.09","3,393","179,577","85.99%","319","$996,698","$15,821","$617","W 156TH ST","BROADWAY","AMSTERDAM AVE",,"MANHATTAN","12","13","31","71","10","1987-11-30T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","WASHINGTON HEIGHTS REHAB PHASE IV (C)","NY005013090","330","309","788","341","NY005228","FEDERAL","CONVENTIONAL","REHAB",,"32","32","129.0","4.03","0","67","67","18","0.0056","2","0","2","5","9,027.5","0.21","8,593","0.20","6,012","323,625","69.96%","323","$3,052,119","$23,660","$514","W 176TH ST","AMSTERDAM AVE","W 177TH ST","AUDUBON AVE","MANHATTAN","12","13","31","72","10","1990-10-01T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","WASHINGTON HEIGHTS REHAB PHASE IV (D)","NY005013090","331","309","789","341","NY005229","FEDERAL","CONVENTIONAL","REHAB",,"32","32","132.0","4.13","0","60","60","15","0.0048","2","0","2","5","9,362.8","0.21","8,743","0.20","6,127","329,815","70.08%","279","$3,007,393","$22,783","$578","W 176TH ST","AMSTERDAM AVE",,"AUDUBON AVE","MANHATTAN","12","13","31","72","10","1990-07-01T00:00:00.000",,,"YES",,"11/30/2020"
"1/1/2025","WEBSTER","NY005011410","141","141","231","231","NY005028","FEDERAL","CONVENTIONAL","NEW CONST","0","604","606","2,822.0","4.67","0","1,423","1,423","227","0.3921","5","1","5","21","192,810.9","4.43","197,199","4.53","31,247","5,322,369","15.85%","321","$12,227,114","$4,319","$597","E 169TH ST","PARK AVE","E 168TH ST","WEBSTER AVE","BRONX","3","15","32","79","16","1965-09-30T00:00:00.000",,,,,
"1/1/2025","WEEKSVILLE GARDENS","NY005010310","229","031","357","357","NY005132","FEDERAL","TURNKEY","NEW CONST",,"256","257","1,254.5","5.04",,,"793",,,"2","0","14","4-5","143,552.1","3.30","141,365","3.25","63,228","2,929,695","44.73%","241","$7,871,249","$6,073","$524","PACIFIC ST","SCHENECTADY AVE","DEAN ST","TROY AVE","BROOKLYN","8","09","20","56","36","1974-04-30T00:00:00.000",,,,,"02/12/2020"
"1/1/2025","WEST BRIGHTON I","NY005010130","116","116","242","209","NY005040","FEDERAL","CONVENTIONAL","NEW CONST","0","455","490","2,190.5","4.81","0","1,222","1,222","136","0.2989","8","1","8","8","341,870.0","7.85","367,961","8.45","65,839","4,850,947","17.89%","156","$9,893,117","$4,204","$607","CASTLETON AVE","HENDERSON AVE","ALASKA ST","BROADWAY","STATEN ISLAND","1","11","23","61","49","1962-12-31T00:00:00.000",,,,,"06/26/2024"
"1/1/2025","WEST BRIGHTON II","NY005010130","175","116","242","209","NY005040","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","69","144","239.5","3.47","0","81","81","64","0.9275","8","0","8","1","198,369.7","4.55","181,770","4.17","67,228","758,927","36.99%","18","$2,825,000","$6,036","$389","CASTLETON AVE","ALASKA ST","BROADWAY",,"STATEN ISLAND","1","11","23","61","49","1965-12-31T00:00:00.000",,"EXCLUSIVELY",,,"06/26/2024"
"1/1/2025","WEST FARMS ROAD REHAB","NY005015300","360","530","780","780","NY005286","FEDERAL","TURNKEY","REHAB","0","208","208","883.0","4.25","0","427","427","72","0.3547","4","0","7","6","53,482.0","1.23","51,965","1.19","34,935","2,104,200","67.23%","348","$14,480,678","$16,399","$620","FREEMAN ST","JENNINGS ST","WEST FARMS RD","LONGFELLOW AVE","BRONX","2, 3","14","32","85","17","1986-08-13T00:00:00.000",,,"YES","YES",
"1/1/2025","WEST FARMS SQUARE CONVENTIONAL","NY005015310","526","530","481","482","NY005318","FEDERAL","CONVENTIONAL","REHAB","0","20","20","85.0","4.25","0","44","44","4","0.2","1","0","1","5","5,231.2","0.12","5,000","0.11","3,363","202,892","67.26%","366","$1,558,811","$18,339","$625","E 167TH ST","LONGFELLOW AVE","WEST FARMS RD",,"BRONX","3","14","32","85","17","1994-06-30T00:00:00.000",,,"YES","YES",
"1/1/2025","WEST TREMONT AVENUE-SEDGWICK AVENUE AREA","NY005010450","246","045","365","368","NY005180","FEDERAL","TURNKEY","NEW CONST (ELD)","0","148","148","485.0","3.28","0","145","145","109","0.8583","1","0","1","12","38,336.9","0.88","36,563","0.84","9,609","982,251","26.28%","165","$4,380,000","$8,734","$346","W TREMONT AVE","MONTGOMERY AVE","PALISADE PL","SEDGWICK AVE","BRONX","5","13","31","86","14","1973-07-31T00:00:00.000",,"EXCLUSIVELY",,,
"1/1/2025","WHITE","NY005010090","124","112","572","539","NY005244E","FEDERAL","CONVENTIONAL","NEW CONST (ELD)","0","247","248","736.5","2.98","0","225","225","189","0.9403","1","0","1","20","35,882.2","0.82","35,321","0.81","23,400","1,778,327","66.25%","273","$4,305,000","$5,794","$354","E 104TH ST","SECOND AVE",,,"MANHATTAN","11","13","29","68","08","1964-09-30T00:00:00.000","1979/08/01-ATP 4","EXCLUSIVELY",,,
"1/1/2025","WHITMAN","NY005005140","514","514","509","509","NY005213A","FEDERAL","CONVENTIONAL","NEW CONST","0","1,653","1,659","7,842.5","4.74","0","3,326","3,326","629","0.4114","15","3","32","6–13","787,767.4","18.08","744,421","17.09","156,524","9,769,048","19.49%","184","$10,341,328","$1,655","$609","PARK AVE","CARLTON AVE","MYRTLE AVE","SAINT EDWARDS ST","BROOKLYN","2","07","25","57","35","1944-02-24T00:00:00.000","1977/07/01-ATP 1",,,,
"1/1/2025","WILLIAMS PLAZA","NY005021280","128","128","443","443","NY005385","MIXED FINANCE/LLC2","CONVENTIONAL","NEW CONST","77","577","577","2,624.5","4.60","197",,"1,341",,,"5","0","5","14-21","245,484.2","5.64","242,859","5.58","39,895","5,239,694","16.43%","238","$11,631,000","$4,390","$442","ROEBLING ST","BROADWAY","DIVISION AVE","MARCY AVE","BROOKLYN","1","07","18","50","34","1964-04-30T00:00:00.000",,,,,"02/12/2020"
"1/1/2025","WILLIAMSBURG","NY005000020","002","002","200","200","NY005041","FEDERAL","CONVENTIONAL","NEW CONST",,"1,601","1,621","6,292.0","4.02","0","2,895","2,895","765","0.0049","20","1","136","4","1,059,130.9","24.31","927,103","21.28","326,716","14,056,383","32.13%","119","$13,063,992","$2,266","$518","LEONARD ST","BUSHWICK AVE","MAUJER ST","SCHOLES ST","BROOKLYN","1","07","18","53","34","1938-04-10T00:00:00.000",,,,,"12/28/2021"
