year,nycha_development,borough_x,total_number_of_resident_job_placements,average_wage_of_such_residents,total_number_of_resident_connections_to_services,total_number_of_residents_that_applied_for_the_nycha_resident_training_academy,total_number_of_residents_that_were_accepted_and_enrolled,total_number_residents_placed_into_full-time_or_part-time_jobs,number_of_residents_that_enrolled_in_financial_counseling_services/workshops_through_the_rees_zone_partner_program,total_number_of_residents_enrolled_in_vocational_training_programs_through_the_program,total_number_of_residents_enrolled_in_prep_courses_for_english_as_a_second_language_(esol)_or_the_test_assessing_secondary_completion_(tasc)_through_the_program,service_connections,data_as_of,hud_amp#,tds#,consolidated_tds#,development_edp#,operating_edp#,hud_#,program,method,type,number_of_section_8_transition_apartments,number_of_current_apartments,total_number_of_apartments,number_of_rental_rooms,avg_no_r/r_per_apartment,population_section_8_transition,population_public_housing,total_population,total_#_of_fixed_income_household,percent_fixed_income_households,number_of_residential_bldgs,number_of_non-residential_bldgs,number_of_stairhalls,number_of_stories,total_area_sq_ft,acres,net_dev_area_sq_ft,excluding_park_acres,bldg_coverage_sq_ft,cubage_cu_ft,bldg_coverage_%,density,development_cost,per_rental_room,avg_monthly_gross_rent,location_street_a,location_street_b,location_street_c,location_street_d,borough_y,community_distirct,us_congressional_district,ny_state_senate_district,ny_state_assembly_district,ny_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management,rad_transferred_date,borough,services_per_capita
2022.0,OCEAN BAY APARTMENTS (OCEANSIDE),Unknown,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1/1/2025,NY005010980,051,165,573,571,NY005244F,FEDERAL,CONVENTIONAL,NEW CONST,0.0,417,418.0,"1,766.5",4.24,0,730,730.0,152,0.4,7.0,0.0,14.0,6,"465,536.4",10.69,"310,500",7.13,"66,101","3,931,321",18.66%,68.0,"$5,137,275","$2,901",$710,ARVERNE BLVD,B 56TH ST,BEACH CHANNEL DR,B 54TH ST,QUEENS,14,05,10,31,31,1951-02-28T00:00:00.000,1979/08/01-ATP 4,,,,,QUEENS,0.015068493150684932
2022.0,OCEAN BAY APARTMENTS (BAYSIDE),Unknown,0.0,29.36,39.0,0.0,0.0,0.0,5.0,0.0,0.0,39.0,1/1/2025,NY005010980,098,098,571,571,NY005244D,FEDERAL,CONVENTIONAL,NEW CONST,,"1,393",1395.0,"6,670.5",4.79,,,3729.0,,,24.0,0.0,28.0,7-9,"1,406,825.8",32.3,"1,408,080",32.33,"215,090","13,059,717",15.28%,115.0,"$22,956,000","$3,446",$503,B 58TH ST,ALAMEDA AVE,B 51ST ST,BEACH CHANNEL DR,QUEENS,14,05,10,31,31,1961-09-25T00:00:00.000,1979/08/01-ATP 4,,,,12/31/2016,,0.010458567980691875
2022.0,NOSTRAND,Unknown,7.0,20.49,33.0,11.0,0.0,0.0,0.0,0.0,0.0,33.0,1/1/2025,NY005010360,043,036,585,585,NY005268C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,146",1148.0,"4,967.0",4.33,0,"2,005",2005.0,473,0.4597,16.0,1.0,32.0,6,"1,086,051.1",24.93,"1,036,600",23.8,"177,223","9,377,365",17.10%,80.0,"$13,817,794","$2,779",$626,AVENUE V,BRAGG ST,AVENUE X,BATCHELDER ST,BROOKLYN,15,08,23,41,46,1950-12-14T00:00:00.000,1980/07/01-ATP 6,,,,,BROOKLYN,0.016458852867830425
2022.0,NEW LANE AREA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010350,314,035,306,306,NY005242,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,276,277.0,996.0,3.61,0,279,279.0,222,0.9447,1.0,0.0,2.0,10,"110,236.9",2.53,"120,879",2.78,"29,107","2,204,124",24.08%,110.0,"$18,511,313","$18,493",$393,LINDEN PL,NEW LANE,WATER FRONT TRACT,,STATEN ISLAND,1,11,23,63,49,1984-07-12T00:00:00.000,,EXCLUSIVELY,YES,,,STATEN ISLAND,0.0
2022.0,MURPHY,Unknown,0.0,18.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005021330,133,133,447,447,NY005381,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,106.0,281,281.0,"1,294.5",4.61,258,,710.0,,,2.0,0.0,2.0,20,"115,011.3",2.64,"114,593",2.63,"20,188","2,548,312",17.62%,269.0,"$5,539,000","$4,277",$438,CROTONA AVE,CROTONA PARK NO,CROSS BRONX EXPWY,,BRONX,6,15,32,79,15,1964-03-31T00:00:00.000,,,,,12/27/2018,,0.0
2022.0,MOTT HAVEN,Unknown,0.0,15.8,45.0,9.0,0.0,0.0,0.0,0.0,0.0,45.0,1/1/2025,NY005001210,121,121,244,244,NY005044,FEDERAL,CONVENTIONAL,NEW CONST,0.0,991,993.0,"4,630.5",4.67,0,"2,196",2196.0,328,0.3577,8.0,1.0,8.0,20–22,"440,952.2",10.12,"386,817",8.88,"78,477","9,236,613",18.80%,217.0,"$20,670,000","$4,456",$640,E 140TH ST,E 144TH ST,ALEXANDER AVE,WILLIS AVE,BRONX,1,15,29,84,08,1965-03-31T00:00:00.000,,,,,,BRONX,0.020491803278688523
2022.0,MORRISANIA AIR RIGHTS,Unknown,0.0,17.55,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1/1/2025,NY005012670,267,267,385,385,NY005190,FEDERAL,TURNKEY,NEW CONST,0.0,840,843.0,"3,780.0",4.5,0,"1,530",1530.0,446,0.5624,3.0,0.0,5.0,19–23–29,"257,853.4",5.92,"274,300",6.3,"64,435","11,316,800",23.49%,258.0,"$40,272,504","$10,584",$538,PARK AVE,E 158TH ST,E 161ST ST,E 163RD ST,BRONX,"3, 4",15,"29, 32",79,16,1981-01-01T00:00:00.000,,PARTIALLY (1 STAIRHALL),,,,BRONX,0.00849673202614379
2022.0,MORRISANIA,Unknown,0.0,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011410,130,141,250,231,NY005048,FEDERAL,CONVENTIONAL,NEW CONST,0.0,205,206.0,958.5,4.68,0,485,485.0,77,0.3831,2.0,0.0,2.0,16,"60,128.9",1.38,"60,890",1.4,"13,024","1,769,693",21.39%,351.0,"$3,742,711","$3,891",$584,E 169TH ST,WASHINGTON AVE,PARK AVE,,BRONX,3,15,32,79,16,1963-05-31T00:00:00.000,,,,,,BRONX,0.0
2022.0,MORRIS PARK SENIOR CITIZENS HOME,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012410,277,241,504,346,NY005200,FEDERAL,CONVENTIONAL,REHAB (ELD),0.0,97,97.0,296.5,3.06,0,87,87.0,65,0.9028,1.0,0.0,1.0,9,"10,215.5",0.23,"10,000",0.23,"6,491","561,310",64.91%,371.0,"$1,989,852","$6,337",$349,E 124TH ST,MADISON AVE,FIFTH AVE,,MANHATTAN,11,13,30,68,09,1977-04-30T00:00:00.000,,EXCLUSIVELY,YES,,,,0.0
2022.0,MORRIS II,Unknown,6.0,19.99,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1/1/2025,NY005011020,502,102,280,239,NY005079,FEDERAL,CONVENTIONAL,NEW CONST,0.0,798,802.0,"3,748.0",4.7,0,"1,783",1783.0,320,0.4194,7.0,0.0,7.0,16–20,"357,676.7",8.21,"313,704",7.2,"51,875","7,162,265",14.46%,217.0,"$15,391,181","$4,008",$582,PARK AVE,E 171ST ST,THIRD AVE,E 170TH ST,BRONX,3,15,32,79,16,1965-08-31T00:00:00.000,,,,,,BRONX,0.003925967470555244
2022.0,MORRIS I,Unknown,0.0,17.2,24.0,13.0,0.0,0.0,0.0,0.0,0.0,24.0,1/1/2025,NY005011020,102,102,239,239,NY005037,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,083",1085.0,"5,238.5",4.84,0,"2,553",2553.0,399,0.3896,10.0,0.0,10.0,16–20,"416,088.5",9.55,"416,831",9.57,"66,594","9,980,542",15.98%,267.0,"$20,735,295","$4,008",$588,PARK AVE,E 170TH ST,THIRD AVE,E 169TH ST,BRONX,3,15,32,79,16,1965-08-31T00:00:00.000,,,,,,BRONX,0.009400705052878966
2022.0,MOORE,Unknown,0.0,17.99,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1/1/2025,NY005010930,129,093,251,251,NY005080,FEDERAL,CONVENTIONAL,NEW CONST,0.0,462,463.0,"2,160.0",4.68,0,967,967.0,168,0.3934,2.0,0.0,4.0,20,"115,842.1",2.66,"117,000",2.69,"21,826","4,029,275",18.65%,364.0,"$7,256,661","$3,350",$605,E 147TH ST,E 149TH ST,JACKSON AVE,TRINITY AVE,BRONX,1,14,29,84,08,1964-03-31T00:00:00.000,,,,,,BRONX,0.0062047569803516025
2022.0,MONROE,Unknown,5.0,26.42,10.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,1/1/2025,NY005000880,088,088,234,234,NY005036,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,097",1102.0,"5,287.5",4.82,0,"2,400",2400.0,463,0.4439,12.0,1.0,18.0,8–14–15,"814,916.2",18.71,"805,341",18.49,"118,402","10,177,348",14.70%,128.0,"$16,449,659","$3,100",$636,SOUNDVIEW AVE,STORY AVE,TAYLOR AVE,LAFAYETTE AVE,BRONX,9,14,34,85,18,1961-11-02T00:00:00.000,,,,,,BRONX,0.004166666666666667
2022.0,MITCHEL,Unknown,0.0,31.01,22.0,16.0,0.0,0.0,0.0,0.0,0.0,22.0,1/1/2025,NY005011450,145,145,249,249,NY005050,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,726",1732.0,"7,526.0",4.36,0,"3,462",3462.0,659,0.4114,10.0,1.0,10.0,17–19–20,"679,300.4",15.59,"653,938",15.01,"97,114","14,044,919",13.88%,222.0,"$33,012,851","$4,350",$609,LINCOLN AVE,E 138TH ST,WILLIS AVE,E 135TH ST,BRONX,1,15,29,84,08,1966-02-28T00:00:00.000,,PARTIALLY (1 BUILDING),,,,BRONX,0.006354708261120739
2022.0,MILL BROOK EXTENSION,Unknown,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010840,132,084,570,570,NY005244C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,124,125.0,606.0,4.89,0,255,255.0,56,0.487,1.0,0.0,1.0,16,"22,246.2",0.51,"22,500",0.52,"8,660","1,130,657",38.49%,499.0,"$1,957,000","$3,198",$505,CYPRESS AVE,E 135TH ST,E 137TH ST,,BRONX,1,14,29,84,08,1962-01-31T00:00:00.000,1979/08/01-ATP 4,,,,,BRONX,0.0
2022.0,MILL BROOK,Unknown,0.0,35.54,41.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1/1/2025,NY005010840,084,084,570,570,NY005244C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,247",1255.0,"5,779.5",4.63,0,"2,531",2531.0,493,0.4178,9.0,0.0,9.0,16,"469,575.2",10.78,"463,332",10.64,"76,410","10,446,587",14.17%,235.0,"$22,176,000","$3,898",$553,E 135TH ST,BROOK AVE,E 137TH ST,CYPRESS AVE,BRONX,1,14,29,84,08,1959-05-26T00:00:00.000,1979/08/01-ATP 4,,,,,BRONX,0.01619913077834848
2022.0,MIDDLETOWN PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010340,191,034,302,313,NY005096B,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,159,179.0,543.5,3.42,0,167,167.0,141,0.9276,1.0,0.0,1.0,15,"50,381.1",1.16,"49,309",1.13,"10,076","1,078,917",20.43%,144.0,"$6,090,291","$9,776",$374,ROBERTS AVE,JARVIS AVE,MIDDLETOWN RD,HOBART AVE,BRONX,10,14,34,82,13,1973-08-31T00:00:00.000,,EXCLUSIVELY,,,09/26/2024,,0.0
2022.0,METRO NORTH PLAZA,Unknown,0.0,18.98,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010090,181,112,284,284,NY005092,FEDERAL,CONVENTIONAL,NEW CONST,0.0,270,275.0,"1,297.0",4.8,0,534,534.0,121,0.4859,3.0,0.0,3.0,7–8–11,"101,169.8",2.32,"99,827",2.29,"34,752","2,668,090",34.81%,230.0,"$6,733,865","$5,105",$645,E 101ST ST,FIRST AVE,E 102ND ST,SECOND AVE,MANHATTAN,11,13,29,68,08,1971-08-31T00:00:00.000,,,,,,,0.0
2022.0,MELTZER TOWER,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011000,183,100,286,237,NY005085,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,228,231.0,684.0,3.0,0,211,211.0,175,0.9115,1.0,0.0,1.0,20,"51,969.0",1.19,"50,180",1.15,"6,910","1,316,253",13.77%,177.0,"$5,622,697","$7,487",$338,E 1ST ST,FIRST AVE,E 2ND ST,AVENUE A,MANHATTAN,3,10,27,65,02,1971-08-31T00:00:00.000,,EXCLUSIVELY,,,,MANHATTAN,0.0
2022.0,MELROSE,Unknown,7.0,22.9,18.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,1/1/2025,NY005010280,028,028,523,523,NY005216B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,019",1023.0,"4,846.5",4.76,0,"2,184",2184.0,426,0.4303,8.0,1.0,8.0,14,"516,231.6",11.85,"498,060",11.43,"68,826","8,736,312",12.71%,184.0,"$12,236,000","$2,515",$558,MORRIS AVE,E 153RD ST,COURTLANDT AVE,E 156TH ST,BRONX,1,15,29,79,17,1952-06-20T00:00:00.000,1978/02/01-ATP 2,,,,,BRONX,0.008241758241758242
2022.0,MCKINLEY,Unknown,5.0,16.53,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1/1/2025,NY005000590,103,059,236,236,NY005031,FEDERAL,CONVENTIONAL,NEW CONST,0.0,616,619.0,"2,932.0",4.76,0,"1,299",1299.0,249,0.4249,5.0,1.0,5.0,16,"292,673.0",6.72,"233,735",5.37,"41,286","5,580,675",14.24%,193.0,"$10,418,410","$3,535",$607,E 161ST ST,E 163RD ST,TINTON AVE,KINGSLAND PL,BRONX,3,15,32,79,17,1962-07-31T00:00:00.000,,,,,,BRONX,0.009237875288683603
2022.0,MARSHALL PLAZA,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010030,344,003,754,754,NY005265,FEDERAL,TURNKEY,NEW CONST (ELD),,176,180.0,539.0,3.5,0,211,211.0,159,0.0091,1.0,0.0,1.0,13,"21,613.4",0.5,"20,083",0.46,"10,354","1,181,481",51.56%,425.0,"$12,233,985","$19,419",$301,BROADWAY,W 158TH ST,AMSTERDAM AVE,W 157TH ST,MANHATTAN,12,13,31,71,10,1986-06-30T00:00:00.000,,EXCLUSIVELY,YES,,01/10/2023,,0.0
2022.0,MARLBORO,Unknown,7.0,17.65,41.0,16.0,0.0,0.0,0.0,12.0,0.0,41.0,1/1/2025,NY005020830,083,083,426,426,NY005380,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,365.0,"1,762",1765.0,"8,238.0",4.68,764,"2,850",3614.0,753,0.4555,28.0,2.0,28.0,7–16,"1,460,872.0",33.54,"1,471,805",33.79,"202,426","15,183,887",13.33%,108.0,"$22,429,000","$2,783",$640,STILLWELL AVE,AVENUE V,86TH ST,AVENUE X,BROOKLYN,13,08,23,"45, 47",47,1958-02-27T00:00:00.000,,,,,,BROOKLYN,0.011344770337576093
2022.0,MARINER'S HARBOR,Unknown,7.0,27.02,89.0,8.0,0.0,0.0,0.0,0.0,0.0,89.0,1/1/2025,NY005000770,077,077,228,228,NY005020,FEDERAL,CONVENTIONAL,NEW CONST,0.0,600,607.0,"2,828.0",4.71,0,"1,333",1333.0,187,0.3208,22.0,0.0,32.0,3–6,"943,519.3",21.66,"816,256",18.74,"124,890","5,691,790",13.18%,62.0,"$8,072,855","$2,826",$613,GRAND VIEW AVE,ROXBURY ST,LOCKMAN AVE,CONTINENTAL PL,STATEN ISLAND,1,11,23,63,49,1954-09-03T00:00:00.000,,,,,,STATEN ISLAND,0.06676669167291822
2022.0,MARCY AVENUE-GREENE AVENUE SITE B,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013590,358,359,804,840,NY005293,FEDERAL,TURNKEY,NEW CONST,,30,30.0,145.0,4.83,,,81.0,,,1.0,0.0,5.0,3,"34,042.5",0.78,"36,926",0.85,"10,081","267,953",27.30%,104.0,"$3,168,261","$21,850",$413,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,08,25,56,36,1997-06-30T00:00:00.000,,,YES,YES,02/12/2020,,0.0
2022.0,MARCY AVENUE-GREENE AVENUE SITE A,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013590,363,359,803,840,NY005300,FEDERAL,TURNKEY,NEW CONST,,48,48.0,231.0,4.81,,,127.0,,,2.0,0.0,7.0,3,"54,686.3",1.26,"51,104",1.17,"16,354","434,689",32.00%,101.0,"$5,042,549","$21,829",$462,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,08,25,56,36,1997-06-30T00:00:00.000,,,YES,YES,02/12/2020,,0.0
2022.0,MARCY,Unknown,12.0,27.4,24.0,23.0,0.0,0.0,0.0,9.0,0.0,24.0,1/1/2025,NY005000210,021,021,514,514,NY005213F,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,710",1717.0,"8,239.0",4.82,0,"3,699",3699.0,685,0.4149,27.0,1.0,70.0,6,"1,076,554.1",24.71,"1,101,547",25.29,"240,198","13,741,160",19.36%,150.0,"$19,420,000","$2,347",$650,FLUSHING AVE,MARCY AVE,NOSTRAND AVE,MYRTLE AVE,BROOKLYN,3,07,25,56,36,1949-01-19T00:00:00.000,1977/07/01-ATP 1,,,,,BROOKLYN,0.006488240064882401
2022.0,MARBLE HILL,Unknown,5.0,18.68,33.0,7.0,0.0,0.0,0.0,0.0,0.0,33.0,1/1/2025,NY005020490,049,049,638,638,NY005379,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,257.0,"1,680",1682.0,"7,111.0",4.23,441,"2,534",2975.0,794,0.4963,11.0,1.0,11.0,14–15,"752,397.6",17.27,"652,495",14.98,"111,631","13,300,359",15.40%,172.0,"$17,882,055","$2,539",$588,EXTERIOR ST,W 225TH ST,BROADWAY,W 230TH ST,BRONX,8,13,31,"72, 81","10, 14",1952-03-06T00:00:00.000,,,,,,BRONX,0.011092436974789916
2022.0,MANHATTANVILLE REHAB (GROUP 3),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010810,297,081,558,558,NY005236,FEDERAL,CONVENTIONAL,REHAB,,51,51.0,220.5,4.32,0,112,112.0,17,0.0035,2.0,0.0,2.0,5-6,"14,633.7",0.34,"13,988",0.32,"9,930","547,624",70.99%,333.0,"$3,652,758","$16,603",$447,BROADWAY,W 133RD ST,AMSTERDAM AVE,W 134TH ST,MANHATTAN,9,13,30,70,07,1983-09-30T00:00:00.000,,,YES,,11/30/2020,,0.0
2022.0,MANHATTANVILLE REHAB (GROUP 2),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010810,296,081,557,558,NY005235,FEDERAL,CONVENTIONAL,REHAB,,46,46.0,187.0,4.07,0,85,85.0,22,0.0048,3.0,0.0,3.0,5-6,"12,452.2",0.29,"11,843",0.27,"8,099","434,570",68.39%,297.0,"$6,002,000","$32,096",$530,BROADWAY,W 134TH ST,AMSTERDAM AVE,W 135TH ST,MANHATTAN,9,13,30,70,07,1988-11-01T00:00:00.000,,,YES,,11/30/2020,,0.0
2022.0,MANHATTANVILLE,Unknown,0.0,28.06,27.0,7.0,0.0,0.0,0.0,0.0,0.0,27.0,1/1/2025,NY005020810,081,081,429,429,NY005378,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,204.0,"1,216",1272.0,"5,751.0",4.73,458,"2,205",2663.0,511,0.4255,6.0,0.0,6.0,20,"530,334.9",12.17,"538,367",12.36,"83,754","11,967,873",15.56%,219.0,"$25,774,000","$4,306",$592,W 133RD ST,BROADWAY,AMSTERDAM AVE,W 129TH ST,MANHATTAN,9,13,30,70,07,1961-06-30T00:00:00.000,,,,,12/12/2024,,0.010138941043935411
2022.0,LOWER EAST SIDE REHAB (GROUP 5),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012920,292,337,555,555,NY005233,FEDERAL,TURNKEY,REHAB,0.0,52,55.0,218.0,4.19,0,103,103.0,20,0.3922,2.0,0.0,2.0,6,"18,576.1",0.43,"17,872",0.41,"10,275","490,400",57.49%,242.0,"$4,322,735","$18,795",$707,AVENUE C,E 6TH ST,E 7TH ST,,MANHATTAN,3,10,27,74,02,1986-12-01T00:00:00.000,,,YES,,,MANHATTAN,0.0
2022.0,LOWER EAST SIDE III,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013590,364,359,548,840,NY005215,FEDERAL,TURNKEY,NEW CONST,0.0,56,56.0,280.0,5.0,0,129,129.0,18,0.3396,2.0,1.0,2.0,4,"44,802.9",1.03,"42,733",0.98,"22,801","596,573",53.36%,125.0,"$7,324,340","$26,158",$843,E 9TH ST,AVENUE D,E 8TH ST,AVENUE C,MANHATTAN,3,10,27,74,02,1997-04-30T00:00:00.000,,,YES,YES,,MANHATTAN,0.0
2022.0,LOWER EAST SIDE II,Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012920,337,337,783,555,NY005262,FEDERAL,TURNKEY,NEW CONST,0.0,186,188.0,838.0,4.51,0,388,388.0,85,0.462,4.0,1.0,31.0,3,"168,043.7",3.86,"167,568",3.85,"59,808","1,622,292",35.69%,101.0,"$14,709,271","$17,346",$717,E 4TH & 5TH STS,E 6TH ST,AVENUES B & C,AVENUE D,MANHATTAN,3,10,27,74,02,1988-11-01T00:00:00.000,,,YES,,,MANHATTAN,0.0
2022.0,LOWER EAST SIDE I INFILL,Unknown,0.0,11.07,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1/1/2025,NY005011000,326,100,784,784,NY005259,FEDERAL,TURNKEY,NEW CONST,0.0,189,189.0,777.5,4.11,0,320,320.0,117,0.6393,5.0,0.0,15.0,4–9,"91,266.3",2.1,"86,078",1.98,"37,227","1,657,278",43.25%,153.0,"$14,369,576","$18,482",$602,DELANCEY ST,RIVINGTON ST,FORSYTHE ST,ELDRIDGE ST,MANHATTAN,3,10,27,65,01,1988-06-01T00:00:00.000,,PARTIALLY (1 BUILDING),YES,,,MANHATTAN,0.025
2022.0,LOW HOUSES,Unknown,5.0,15.86,15.0,22.0,0.0,0.0,0.0,0.0,0.0,15.0,1/1/2025,NY005011690,169,169,276,276,NY005082,FEDERAL,CONVENTIONAL,NEW CONST,0.0,529,536.0,"2,517.5",4.76,0,"1,221",1221.0,179,0.3524,4.0,0.0,4.0,17–18,"268,821.1",6.17,"256,459",5.89,"45,163","4,802,466",17.61%,198.0,"$10,312,262","$4,052",$615,SACKMAN ST,POWELL ST,CHRISTOPHER ST,PITKIN AVE,BROOKLYN,16,08,25,55,41,1967-12-31T00:00:00.000,,,,,,BROOKLYN,0.012285012285012284
2022.0,LONGFELLOW AVENUE REHAB,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005015300,362,530,794,748,NY005295,FEDERAL,TURNKEY,REHAB,0.0,75,75.0,412.5,5.5,0,246,246.0,16,0.2192,2.0,0.0,2.0,5,"26,928.9",0.62,"26,724",0.61,"16,773","1,060,415",62.76%,398.0,"$7,044,209","$17,077",$765,WESTCHESTER AVE,WHITLOCK AVE,E 165TH ST,BRYANT AVE,BRONX,2,14,32,85,17,1990-10-31T00:00:00.000,,,YES,YES,,BRONX,0.0
2022.0,LONG ISLAND BAPTIST HOUSES,Unknown,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,1/1/2025,NY005012610,276,261,502,375,NY005201,FEDERAL,CONVENTIONAL,REHAB,0.0,228,232.0,"1,035.0",4.54,0,439,439.0,57,0.2969,4.0,0.0,4.0,6,"128,368.2",2.95,"78,700",1.81,"37,700","2,490,500",47.90%,149.0,"$11,627,063","$11,010",$642,SUTTER AVE,SHEFFIELD AVE,DUMONT AVE,HINSDALE ST,BROOKLYN,5,08,19,60,42,1981-06-30T00:00:00.000,,,YES,,,BROOKLYN,0.018223234624145785
2022.0,LINDEN,Unknown,15.0,25.0,29.0,7.0,0.0,0.0,0.0,13.0,0.0,29.0,1/1/2025,NY005020950,095,095,672,672,NY005377,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,491.0,"1,586",1586.0,"7,297.5",4.61,"1,345","2,117",3462.0,567,0.0038,19.0,2.0,19.0,8-14,"1,224,449.9",28.11,"1,299,426",29.83,"173,020","14,333,039",13.06%,123.0,"$20,230,969","$2,767",$591,VERMONT ST,STANLEY AVE,SCHENCK AVE,COZINE AVE,BROOKLYN,5,08,19,60,42,1958-07-17T00:00:00.000,,,,,12/28/2021,,0.008376660889659156
2022.0,LINCOLN,Unknown,0.0,16.57,34.0,17.0,5.0,0.0,0.0,0.0,0.0,34.0,1/1/2025,NY005000200,020,020,513,513,NY005213E,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,283",1286.0,"6,113.5",4.77,0,"2,474",2474.0,478,0.4121,14.0,0.0,20.0,6–14,"508,269.3",11.67,"508,561",11.67,"106,738","10,743,035",19.35%,212.0,"$14,324,000","$2,358",$637,E 132ND ST,E 135TH ST,FIFTH AVE,PARK AVE,MANHATTAN,11,13,30,70,09,1948-12-29T00:00:00.000,1977/07/01-ATP 1,,,,,MANHATTAN,0.0137429264349232
2022.0,LEXINGTON,Unknown,0.0,27.76,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005010620,050,062,374,217,NY005183C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,445,448.0,"1,888.5",4.24,0,773,773.0,216,0.5012,4.0,0.0,4.0,14,"154,371.3",3.54,"151,467",3.48,"35,222","3,879,000",23.25%,218.0,"$4,780,152","$2,515",$650,E 98TH ST,THIRD AVE,E 99TH ST,PARK AVE,MANHATTAN,11,13,29,68,08,1951-03-16T00:00:00.000,1972/06/29-FED TRAN,,,,,MANHATTAN,0.00646830530401035
2022.0,LENOX ROAD-ROCKAWAY PARKWAY,Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005011670,348,167,763,763,NY005292,FEDERAL,TURNKEY,REHAB,,71,74.0,316.5,4.46,0,151,151.0,29,0.0041,3.0,0.0,3.0,4,"25,136.2",0.58,"24,000",0.55,"18,791","943,450",78.30%,262.0,"$4,669,919","$14,281",$604,KINGS HIGHWAY,E 98TH ST,WILIMOHR ST,E 97TH ST,BROOKLYN,17,09,19,"55, 58",41,1985-09-01T00:00:00.000,,,YES,,11/28/2023,,0.033112582781456956
